id,text,class
1567,STOP posting videos of people getting pets as gifts bc I AM crying constantly even though I KNOW these people shop instead of adopt 😤,Pets
1568, I wonder how they look as baby puppies 🥺😯😮 that's long enough for pets to have,Pets
1569,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets ,Pets
1570,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1571,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1572,"Be Kind To Atheist. They the ones that will be taking care of your pets after you're ""Raptured"" ",Pets
1573,"Please retweet to help Walter find a home #WAKEFIELD 🇬🇧  Aged 5, found poorly but better now, likes fuss and an enclosed, safe garden, good with kids aged 12+ see details or please share to help?🐱⭐️✅👇❤️    #cats #BoxingDay  #kittens #animals #pets #RSPCA ",Pets
1574,"Please retweet to help Walter find a home #WAKEFIELD 🇬🇧  Aged 5, found poorly but better now, likes fuss and an enclosed, safe garden, good with kids aged 12+ see details or please share to help?🐱⭐️✅👇❤️    #cats #BoxingDay  #kittens #animals #pets #RSPCA ",Pets
1575,"Please retweet to help Paddy find a home #LIVERPOOL 🇬🇧  Playful Akita aged 8, ok with dogs out but best as only pet in an adult as he's a big boy, likes walks, can be left for short periods, housetrained see details ⭐️👇   #dogs #BoxingDay  #animals #pets ",Pets
1576,Beautiful 💗💗💗,Pets
1577, Thankful to be with my kids hubby bro-in-law and my pets. Family is the best gift God has given us.,Pets
1578,Why are lil kids so rough wit pets,Pets
1579,Fur-st Family!   The long history of US presidents and their pets 🐶😺🐾   ,Pets
1580,"Please retweet to help Brucie find a home #BRIDGEND #WALES 🏴󠁧󠁢󠁷󠁬󠁳󠁿 Aged 3, been in the shelter a long time, needs confidence building, quiet adult home as only pet,  big loveable boy please see details or share to help ❤️⭐️👇    #dogs #animals #NewYear #pets ",Pets
1581,Do you have pets? THE RUBINA SHOW,Pets
1582,;D teefies   #Cats #Cat #Kittens #Kitten #Kitty #Pets #Pet #Meow #Moe #CuteCats #CuteCat #CuteKittens #CuteKitten #MeowMoe     ,Pets
1583,"Please retweet to help Brucie find a home #BRIDGEND #WALES 🏴󠁧󠁢󠁷󠁬󠁳󠁿 Aged 3, been in the shelter a long time, needs confidence building, quiet adult home as only pet,  big loveable boy please see details or share to help ❤️⭐️👇    #dogs #animals #NewYear #pets ",Pets
1584,#adoptme #adoptmetrading #adoptmetrades trading all these leg pets for group funds ngf wl:600 or 700 ill add a ride… ,Pets
1585,"Please retweet to help Daisy find a home #WestMidlands🇬🇧  Sweet #Greyhound aged 2-5, needs basic training, good to live with children aged 6+ and a similar sized dog, needs secure garden, see details ✅🐶❤️👇    #dogs #animals #pets #BoxingDay #NewYear ",Pets
1586,i like to believe that an owner resembles their pets and for me i think me and my cat basically look the same,Pets
1587,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets ,Pets
1588,"Please retweet to help Tia find a home #YORKSHIRE #Rotherham #Doncaster 🇬🇧 Aged 11, can live with children aged 11+ and has lived with CATS 🐱 Loves cuddles and walks, best as only dog but ok with dogs out.❤️✅🐱🎾👇    #dogs #cats #BoxingDay #animals #pets ",Pets
1589,Do you have pets? THE RUBINA SHOW,Pets
1590,Zoey 🐕 loves ❤️ her handmade 🤚 knit 🧶 sock 🧦 monkey 🐒 sweater 🥼  #zoey #dog #dogs #pets #fashion #animals #ldnont… ,Pets
1591,You ever think about how your pets might need glasses but you'll never ever know,Pets
1592,"  is by far my favorite Streamer. 🔥 She's funny, plays Apex, has cute pets.",Pets
1593,"Please retweet to help Daisy find a home #WestMidlands🇬🇧  Sweet #Greyhound aged 2-5, needs basic training, good to live with children aged 6+ and a similar sized dog, needs secure garden, see details ✅🐶❤️👇    #dogs #animals #pets #BoxingDay #NewYear ",Pets
1594,Happy Boxing Day! Please reply with photos of your pets in or on boxes! ,Pets
1595,"Please retweet to help Axel find a home #CAERNARFON #WALES 🏴󠁧󠁢󠁷󠁬󠁳󠁿  Aged 21, narrowly avoided meat plant, lovely character, Dartmoor pony, looking for loving experienced home 💔    #horses #ponies #BoxingDay #animals #pets ",Pets
1596,"#Animal adoptions are A way of adding a loyal family member , I know we have 2 now &amp; will forever have more .",Pets
1597,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1598,jeongyeon and taylor with pets  ~an adorable thread~,Pets
1599,"Please RETWEET to help Ricki find a home #LIVERPOOL🇬🇧  He's been in the shelter 3 YEARS, waiting for experienced adult home, he's much loved at the shelter and they would love to see him find that special someone, see full details💔    #dogs #animals #pets ",Pets
1600,"Please share to help Inky find a home #SHROPSHIRE 🇬🇧  Aged 2-5, sweet boy, loves treats which is great for training, wants adult home as only pet, has some medical issues, please see full details and contact shelter to apply👇😀❤️   #BoxingDay  #dogs #pets ",Pets
1601,"Please RETWEET to help Ricki find a home #LIVERPOOL🇬🇧  He's been in the shelter 3 YEARS, waiting for experienced adult home, he's much loved at the shelter and they would love to see him find that special someone, see full details💔    #dogs #animals #pets ",Pets
1602,"Please retweet to help Buster find a home #NORFOLK🇬🇧  SBT Cross aged 10, had a hard past, looking for loving adult home as only pet, own secure garden, enjoys training, see details ❤️👇   #dogs #animals #NewYear #pets #AdoptDontShop ",Pets
1603,THE ART OF THE FESTIVE SEASON BY GOYARD  Discover Maison Goyard’s Holiday Gift ideas for pets: the  Voltigeur pet carrier    #goyard #sogoyard #timelessstyle #timelesscraftsmanship #theartofthefestiveseasonbygoyard ,Pets
1604,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1605,Do you have pets? THE RUBINA SHOW,Pets
1606,How am I supposed to get anything done when the pets just want to snuggle??  🐶🐱 #dogmom #dogsnuggles #catmom… ,Pets
1607,"Please retweet to help Paddy find a home #LIVERPOOL 🇬🇧  Playful Akita aged 8, ok with dogs out but best as only pet in an adult as he's a big boy, likes walks, can be left for short periods, housetrained see details ⭐️👇   #dogs #BoxingDay  #animals #pets ",Pets
1608,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1609,All of my pets seem to get potato based nicknames. Lily is “potato chip” because that bitch is salty. ,Pets
1610,"Please retweet to help Archie find a home #HAMPSHIRE 🇬🇧  Lovely #Doberman aged 1 arrived due to welfare concerns, looking for experienced adult home as only pet, see details or retweet to help?❤️  #BoxingDay #animals #pets ",Pets
1611,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets ,Pets
1612,PUBLIC SERVICE ANNOUNCEMENT :  PLEASE do not give your pets Christmas dinner leftovers   They WILL get sick!!!  I h… ,Pets
1613,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1614,#AMTrading #adoptmetrading #adoptmeoffers #adoptmetradings #adoptmegiveaways #adoptmegiveaway #adoptmetraders… ,Pets
1615,I havent seen any psa's about it but please be careful about giving your pets your empty gift boxes this year because many companies are spraying down their boxes with disinfectant that's killing many small pets. Please be careful! ,Pets
1616,trading AM pets for RH stuff ONLY LF RH halos/rhd/sets/high demand stuff -more in thread -amc is also for trade -PLEASE NO AM STUFF (adopt me) -some stuff r only for amazingly over offers (sry) -retweets appreciated -yes this is my pic -please dont steal trades -happy holidays &lt;3 ,Pets
1617, Curtis gets up before the rest of the party (half-elf trancing) and hides shiny rocks for our party's… ,Pets
1618,"trading all of my pets, rocket stroller(rare) and bone wings(legendary) for my dream pet normal turtle my user is D… ",Pets
1619,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1620,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1621,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets ,Pets
1622,Dogs singing along with the family is a surprisingly common behavior. ,Pets
1623,Break it off! Now. Don't let your pets get involved with fleas &amp; ticks!  Stop them now and forever with on spot-on… ,Pets
1624,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets ,Pets
1625,"The advantages of keeping rabbits as pets is that they are clean, smart, cute, and soft.",Pets
1626, i wanna trade with u I am looking for a normal frost fury bc I do not have any robux I do not Have an… ,Pets
1627,"Please retweet to help Brucie find a home #BRIDGEND #WALES 🏴󠁧󠁢󠁷󠁬󠁳󠁿 Aged 3, been in the shelter a long time, needs confidence building, quiet adult home as only pet,  big loveable boy please see details or share to help ❤️⭐️👇    #dogs #animals #NewYear #pets ",Pets
1628,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1629,"Please RETWEET to help Ricki find a home #LIVERPOOL🇬🇧  He's been in the shelter 3 YEARS, waiting for experienced adult home, he's much loved at the shelter and they would love to see him find that special someone, see full details💔    #dogs #animals #pets ",Pets
1630, This thread looks like the straight to DVD sequel to Secret Life of Pets 😂,Pets
1631,"A cold Pacific weather system will drop highs into the mid-upper 50s next Tuesday, with lows to fall into the 30s on Wednesday morning. Some favored outlying areas will drop to near freezing so protect your pets &amp; plants! #azwx ",Pets
1632,"Be Kind To Atheist. They the ones that will be taking care of your pets after you're ""Raptured"" ",Pets
1633,Cuddling with my beautiful cat Oakley. #cats #CatsOfTwitter #pets #tortoiseshellcat #torties ,Pets
1634,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1635,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1636,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1637,Can someone help me with adopt me values? TwT (like the lowest teir pets etc..),Pets
1638,Beautiful 💗💗💗,Pets
1639,Do you have pets? THE RUBINA SHOW,Pets
1640," 250,000 robux bc I could give my freind there dream pets on adopt me!!",Pets
1641,"OMword amazing, that money will make such a difference to so many people and their pets in 2021. Huge congrats… ",Pets
1642, Unbreakable decorations are a must to anyone with pets especially cats,Pets
1643,"Trading these in Royale High LF: Robux(?), Adopt Me Pets, Halo4halo NFT: SE boots, ruffle velvet bow miniskirt  (th… ",Pets
1644,"Please retweet to help Axel find a home #CAERNARFON #WALES 🏴󠁧󠁢󠁷󠁬󠁳󠁿  Aged 21, narrowly avoided meat plant, lovely character, Dartmoor pony, looking for loving experienced home 💔    #horses #ponies #BoxingDay #animals #pets ",Pets
1645,"Please retweet to help Brucie find a home #BRIDGEND #WALES 🏴󠁧󠁢󠁷󠁬󠁳󠁿 Aged 3, been in the shelter a long time, needs confidence building, quiet adult home as only pet,  big loveable boy please see details or share to help ❤️⭐️👇    #dogs #animals #NewYear #pets ",Pets
1646,"Please RETWEET to help Ricki find a home #LIVERPOOL🇬🇧  He's been in the shelter 3 YEARS, waiting for experienced adult home, he's much loved at the shelter and they would love to see him find that special someone, see full details💔    #dogs #animals #pets ",Pets
1647,Cats are such great pets.,Pets
1648, Nobody knows how. Maybe the pets when nobody was home?,Pets
1649,"Please retweet to help Brucie find a home #BRIDGEND #WALES 🏴󠁧󠁢󠁷󠁬󠁳󠁿 Aged 3, been in the shelter a long time, needs confidence building, quiet adult home as only pet,  big loveable boy please see details or share to help ❤️⭐️👇    #dogs #animals #NewYear #pets ",Pets
1650,"Please retweet to help Buster find a home #NORFOLK🇬🇧  SBT Cross aged 10, had a hard past, looking for loving adult home as only pet, own secure garden, enjoys training, see details ❤️👇   #dogs #animals #NewYear #pets #AdoptDontShop ",Pets
1651,Show me your pets 🥺  I’ll start- this is Señor Noodle ,Pets
1652,Grabe naman kasi:  Career ✔️ Lovelife ✔️ Family ✔️ Business ✔️ Personal appearance ✔️ Skin ✔️ Pets ✔️ Social media/vlog ✔️   Special mention yung skin  😁😁😁,Pets
1653, *pets your head*,Pets
1654,"I wish you a very merry holidays ❤️ I hope you're taking this time to spend meaningful times with your friends and family (and pets, too!) ",Pets
1655,Trading frost furry!  Lf: Other pets  IA: Frost dragon  Ngl: Amc  #royalehigh #adoptme kws: shadow bat dragon furry frost halo 18 19 20 adopt me trading royale high rh am,Pets
1656,Good night,Pets
1657,Grabe naman kasi:  Career ✔️ Lovelife ✔️ Family ✔️ Business ✔️ Personal appearance ✔️ Skin ✔️ Pets ✔️ Social media/vlog ✔️   Special mention yung skin  😁😁😁,Pets
1658,Grabe naman kasi:  Career ✔️ Lovelife ✔️ Family ✔️ Business ✔️ Personal appearance ✔️ Skin ✔️ Pets ✔️ Social media/vlog ✔️   Special mention yung skin  😁😁😁,Pets
1659," Bonjour Katharine. From the UK, the pets control won't start before 0h00 the 1st of january. So you don… ",Pets
1660,"Please retweet to help Axel find a home #CAERNARFON #WALES 🏴󠁧󠁢󠁷󠁬󠁳󠁿  Aged 21, narrowly avoided meat plant, lovely character, Dartmoor pony, looking for loving experienced home 💔    #horses #ponies #BoxingDay #animals #pets ",Pets
1661,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1662,Fur-st Family!   The long history of US presidents and their pets 🐶😺🐾   ,Pets
1663,"Please retweet to help Brucie find a home #BRIDGEND #WALES 🏴󠁧󠁢󠁷󠁬󠁳󠁿 Aged 3, been in the shelter a long time, needs confidence building, quiet adult home as only pet,  big loveable boy please see details or share to help ❤️⭐️👇    #dogs #animals #NewYear #pets ",Pets
1664,Do you have pets? THE RUBINA SHOW,Pets
1665,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets ,Pets
1666,"Happy Boxing Day to everyone except those people taking adopted pets back to shelters after one day because they're stupid, short-sighted, irresponsible assholes.",Pets
1667,I havent seen any psa's about it but please be careful about giving your pets your empty gift boxes this year because many companies are spraying down their boxes with disinfectant that's killing many small pets. Please be careful! ,Pets
1668,"Please RETWEET to help Ricki find a home #LIVERPOOL🇬🇧  He's been in the shelter 3 YEARS, waiting for experienced adult home, he's much loved at the shelter and they would love to see him find that special someone, see full details💔    #dogs #animals #pets ",Pets
1669,Grabe naman kasi:  Career ✔️ Lovelife ✔️ Family ✔️ Business ✔️ Personal appearance ✔️ Skin ✔️ Pets ✔️ Social media/vlog ✔️   Special mention yung skin  😁😁😁,Pets
1670,Fur-st Family!   The long history of US presidents and their pets 🐶😺🐾   ,Pets
1671,"Please remember not to gift pets this year, we are a lifetime commitment 🥺 ",Pets
1672,"I come from a family of animal lovers. We've always known what an enormous source of support &amp; comfort they can be. This year, lots of you became pet parents for the first time. My daughter &amp; canine behaviorist, Raj Mariwala describes the impact this pandemic has had on pets.",Pets
1673,Zoey 🐕 loves ❤️ her handmade 🤚 knit 🧶 sock 🧦 monkey 🐒 sweater 🥼  #zoey #dog #dogs #pets #fashion #animals #ldnont   Thanks grandma 👵❤️ ,Pets
1674,Aww❣️love to see senior animals being adopted and finding forever families to bond with. It's so sad the number of… ,Pets
1675,"Please retweet to help Archie find a home #HAMPSHIRE 🇬🇧  Lovely #Doberman aged 1 arrived due to welfare concerns, looking for experienced adult home as only pet, see details or retweet to help?❤️  #BoxingDay #animals #pets ",Pets
1676,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets ,Pets
1677,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1678,"hello! a reminder to put bells on ur cat or limit/monitor their movement outside. this notifies the cat’s presence to local wildlife in ur area. if we love our pets, we also have to love our local biodiversity &amp; do what we can protect them from being hunted by our cat. 🐈",Pets
1679,!! Buying pets for cheap prices only !! Name your price. I don't offer. Rts appreciated 🤍 Lf: good pets ,Pets
1680,Do you have pets? THE RUBINA SHOW,Pets
1681, Once my husband cleaned his glasses with the fabric of his pyjama and Vera completely freaked out. Pets can react in odd ways.,Pets
1682,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1683,Does anyone else do this to their pets or..? ,Pets
1684,"Last Friday of the Year &amp; our #Christmas #HelpFindThem Tweetathon is here again, when now we make the last concerted effort of this year to find our dear Missing Pets. Please give it your all!🎄 ",Pets
1685, It's the day when all the gift boxes from Christmas are donated to household pets so they can enjoy sitting in them.,Pets
1686,Do you have pets? THE RUBINA SHOW,Pets
1687,  i think it’s because he doesn’t want us to get too attached to any of his pets in case somet… ,Pets
1688,Singing yarge bittapa appu sir allrounder,Pets
1689,"Please retweet to help Axel find a home #CAERNARFON #WALES 🏴󠁧󠁢󠁷󠁬󠁳󠁿  Aged 21, narrowly avoided meat plant, lovely character, Dartmoor pony, looking for loving experienced home 💔    #horses #ponies #BoxingDay #animals #pets ",Pets
1690, We went to the Pets At Home at that retail park a couple of weeks ago for new coats for the mutts an… ,Pets
1691,Do you have pets? THE RUBINA SHOW,Pets
1692,"They say that if you are good at something, you should never do it for free. Following that reasoning, I’ll come over and play with your pets for 20 bucks an hour.",Pets
1693,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1694,Trading frost furry!  Lf: Other pets  IA: Frost dragon  Ngl: Amc  #royalehigh #adoptme kws: shadow bat dragon furry frost halo 18 19 20 adopt me trading royale high rh am,Pets
1695,"Conservatives have always kind of hated their own politicians, they just don’t like you freaks who openly hate them… ",Pets
1696,"Hey all, Wherever you are in this wee blue ball, I hope you and your friends and family and pets are safe and well. Have a lovely day. Merry Christmas, Fran x",Pets
1697,"Please retweet to help Thor find a home #Cheltenham🇬🇧  Loving Malamute aged 8 looking for adult home with a garden as only pet, on pain medication unable to do long walks, condition well managed, please share to help?❤️👇    #dogs #dogsoftwitter  #pets #UK ",Pets
1698,I havent seen any psa's about it but please be careful about giving your pets your empty gift boxes this year because many companies are spraying down their boxes with disinfectant that's killing many small pets. Please be careful! ,Pets
1699,"it’s still crazy to me that out of all my tweets, this one got me the most death threats",Pets
1700,       Nope. Try again. They ask… ,Pets
1701,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets ,Pets
1702,Do you have pets? THE RUBINA SHOW,Pets
1703,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1704,"Please retweet to help Archie find a home #HAMPSHIRE 🇬🇧  Lovely #Doberman aged 1 arrived due to welfare concerns, looking for experienced adult home as only pet, see details or retweet to help?❤️  #BoxingDay #animals #pets ",Pets
1705,"We’re still giving away 2 #WorldofWarcraft in-game pets. Pandaren Monk (EU) &amp; Lil K.T (US) like, RT &amp; comment your… ",Pets
1706,"My in laws offered to buy a run down camper van, park it in their backyard and fill their garage with our furniture… ",Pets
1707,"Lilo is 95 years old, sitting in a wheelchair on her porch, slowly stroking Stitch as they watch the hawaiian sun sink below a rainbow horizon. She smiles and takes a deep breath. The gentle pets stop and Stitch knows what he’s always known: that an ohana never lasts forever.",Pets
1708,Thank God! Who could be so cruel???,Pets
1709,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1710,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1711,"I’m sorry but I’ll never be able to look at spies in disguise, the secret life of pets or angry birds the same.....",Pets
1712,"Please retweet to help Brucie find a home #BRIDGEND #WALES 🏴󠁧󠁢󠁷󠁬󠁳󠁿 Aged 3, been in the shelter a long time, needs confidence building, quiet adult home as only pet,  big loveable boy please see details or share to help ❤️⭐️👇    #dogs #animals #NewYear #pets ",Pets
1713,"Please retweet to help Axel find a home #CAERNARFON #WALES 🏴󠁧󠁢󠁷󠁬󠁳󠁿  Aged 21, narrowly avoided meat plant, lovely character, Dartmoor pony, looking for loving experienced home 💔    #horses #ponies #BoxingDay #animals #pets ",Pets
1714,"The caption on Jeongyeon pets' instagram:  ""Jeongyeon noona 💚 Bomb""  #TWICE #트와이스    ",Pets
1715,Do you have pets? THE RUBINA SHOW,Pets
1716,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets ,Pets
1717,"Please retweet to help Penny and Tupence find a home #Walsall 🇬🇧 Aged 6-12 months, 2 females, friendly, can live with children, outdoors or indoors.  You can enter your postcode on the RSPCA WEBSITE TO SEE RABBITS FOR ADOPTION NEAR YOU ❤️🐇👇    #pets #UK ",Pets
1718,"Please retweet to help Axel find a home #CAERNARFON #WALES 🏴󠁧󠁢󠁷󠁬󠁳󠁿  Aged 21, narrowly avoided meat plant, lovely character, Dartmoor pony, looking for loving experienced home 💔    #horses #ponies #BoxingDay #animals #pets ",Pets
1719,"Most family pets got a better feed yesterday. A joke. White paper on DP delayed, no sign that any of the interim recommendations of the Day report being implemented. Roderic O'Gorman might deliver over 5 years on DP. As of today he is failing them.",Pets
1720,"Please retweet to help Axel find a home #CAERNARFON #WALES 🏴󠁧󠁢󠁷󠁬󠁳󠁿  Aged 21, narrowly avoided meat plant, lovely character, Dartmoor pony, looking for loving experienced home 💔    #horses #ponies #BoxingDay #animals #pets ",Pets
1721," I'm so sorry for your loss. Our pets never stay long enough, be it 2 years or 20. They set up thei… ",Pets
1722, Can i offer am pets for nfr arctic reindeer?,Pets
1723,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets,Pets
1724,Do you have pets? THE RUBINA SHOW,Pets
1725,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets ,Pets
1726,Please retweet to help Milo find a home #LIVERPOOL🇬🇧    #dogs #NewYear #England #UK #animals #pets ,Pets
1727,And by “pets” i mean black people,Pets
1728,"  Pigeons are super under rated pets, man. My family's had pigeons for basically my whole… ",Pets
1729,"Thank you, Academic Tweeps, for all the photos of pets, esp. those in holiday clothing! #AcademicChatter #AcademicTwitter #CrimTwitter",Pets
1730,Please do not give people in need expired food. Please.,Food
1731,"remember kids: if you see someone shoplifting food, no you didn't.",Food
1732,I look at mom. I admire how strong she is to get up no matter how tired she is and prepare us food on the table. May Al…,Food
1733," Notably absent in Trump's tweets:  1. Russian hacking of US 2. Terrorist attack in Nashville 3. COVID-19 deaths, infections out of control 4. Food lines, looming evictions 5. 20,000,000+ unemployed 6. Trump's defunding the military",Food
1734,"remember kids: if you see someone shoplifting food, no you didn't.",Food
1735,"Extraordinary discovery in #Pompeii - an intact 'street food' shop with ""food in the pots"".  #RomanArchaeology #Archaeology #Archeologia #ArcheologiaRomana ",Food
1736,"By making food and other essentials more expensive we can tackle inequality, Michael Gove thinks.",Food
1737,GIVE ME FOOD OMG,Food
1738,Yep. 2020. Tory austerity. 5th richest country on this planet.,Food
1739,Archaeologists uncover ancient street food shop in Pompeii.  ,Food
1740,"#HappierWithTaehyung The true testament to Taehyung’s positive influence is how every achievement/birthday of his is celebrated by donating to charities, adopting endangered animals, building schools &amp; bridges, donating toys to kids, donating food to animal shelters ",Food
1741,Who the fuck does this???,Food
1742,"&amp; Marxist-Mulla-Missionaries r busy spreading propaganda that South India has nothing to do with Sanatan Dharm. Infact South is protector of Sanatan Dharm. When in North  Temples were destroyed by Mughals, South India's temples survived. Time for Sanatanis to visit these temple's",Food
1743,Next mission. ,Food
1744,😂😂😂not staying long at all! Lol don’t care if you said I stay on the “good side” like boy fuck you you better come… ,Food
1745,"Kinda missing all the food i had just now,,,,, ",Food
1746,Archaeologists uncover ancient street food shop in Pompeii  ,Food
1747,Next mission.,Food
1748,"If you know or see anybody who’s not fortunate enough to eat food today, Brixton Soup Kitchen’s providing free meals in the…",Food
1749,  Me. No more christmas food please.  Maybe a wafer thin mint though. 🤪merry Christmas lovel… ,Food
1750,"#HappierWithTaehyung The true testament to Taehyung’s positive influence is how every achievement/birthday of his is celebrated by donating to charities, adopting endangered animals, building schools &amp; bridges, donating toys to kids, donating food to animal shelters ",Food
1751,all tht Christmas food got me #thicc ps im in love with the mirror in my new living room #brooklyn #verseboi… ,Food
1752,Food security is a human right.,Food
1753,Somebody should bring me food na. I dey Golf estate see what we are having for Xmas. ,Food
1754,"5 rounds of food and there was still room for dessert, my tummy bloated",Food
1755,Democrats volunteer to help people in need during Christmas.  Republicans take pictures of food and big gatherings while mi…,Food
1756,Gorgeous art on a Roman fast food place in Pompeii. Can someone translate the writing above the dog? ,Food
1757,"remember kids: if you see someone shoplifting food, no you didn't.",Food
1758,Mashed potatoes from scratch aint never miss,Food
1759,"""We breed and kill at least 100 billion animals per year for food and at least 115 million per year for research. Fishing kills 1 - 3 trillion animals per year...Building and vehicle collisions kill at least a billion animals per year.""  ",Food
1760,My boyfriend made me a skhaftin of my favourite food 🥺 I don’t know how I’m going to explain it at home but 🥰🥰🥰🥰,Food
1761, think it is a Trump Supporter  Some think it is the alt left ~  You know the folks who want to change… ,Food
1762, he's literally stirring his food bc he's about to eat it up I don't know what to tell non-cute dolls,Food
1763,Archaeologists uncover ancient street food shop in Pompeii  ,Food
1764,"The Thermopolium of #RegioV, a bar in #Pompeii, complete with an image of a Nereid riding a sea-horse, had previously been partially excavated in 2019. It now emerges in its entirety, with rich decorative still life frescoes, food residues, animal bones &amp; victims of the eruption. ",Food
1765,"Pleasing to know the far right had such AWFUL food yesterday- as white &amp; unappetising as them; as revolting as their politics (left Tommy Robinson’s grotty scran, right Darren Grimes)!  Robinson has SOME nerve complaining about prison food if that’s his idea of a special meal😱 ",Food
1766,just ran into a cute fluffy haired boy while we were picking up chinese food for our respective jewish christmas dinners and he asked for my number what in the hallmark...,Food
1767,"My mom is not rich , but I've never slept without food , shelter &amp; clothes . I'm very grateful.🙌🏾",Food
1768,"Food for thought.   “The science of cooking is not a small matter.… This art should be regarded as the most valuable of all the arts, because it is so closely connected with life.” CG 372 ",Food
1769,Please do not give people in need expired food. Please.,Food
1770,"I keep getting up to get food but my body is like ""no. ache time.""",Food
1771,Archaeologists uncover ancient street food shop in Pompeii.  ,Food
1772,"  This Just In: food and shelter are simply ""liabilities.""   Can you believe those poor? Sleeping inside and eating? No wonder they can't get ahead. 🙄",Food
1773," We've had a lazy morning, took the dog round the block and now....food!",Food
1774,Put the food In your mouth  Not in your story,Food
1775,"cw // mention of vomit, food   i hate that whenever i eat something and i when there’s something i hate in there i… ",Food
1776,Please do not give people in need expired food. Please.,Food
1777,"Extraordinary discovery in #Pompeii - an intact 'street food' shop with ""food in the pots"".  #RomanArchaeology #Archaeology #Archeologia #ArcheologiaRomana ",Food
1778,"#HappierWithTaehyung The true testament to Taehyung’s positive influence is how every achievement/birthday of his is celebrated by donating to charities, adopting endangered animals, building schools &amp; bridges, donating toys to kids, donating food to animal shelters ",Food
1779,"#HappierWithTaehyung The true testament to Taehyung’s positive influence is how every achievement/birthday of his is celebrated by donating to charities, adopting endangered animals, building schools &amp; bridges, donating toys to kids, donating food to animal shelters ",Food
1780,This is so true  . Wonder when successive governments of Karnataka will wake up to this untapped potential beyond just IT/BT. Had helped draft Tourism Vision Document under leadership of  &amp;  in 2014/15. Dunno which dustbin it rots in currently!,Food
1781,"“We acquire the rights to all these international brands and put them under one kitchen, the model didn’t have to d… ",Food
1782,"#HappierWithTaehyung The true testament to Taehyung’s positive influence is how every achievement/birthday of his is celebrated by donating to charities, adopting endangered animals, building schools &amp; bridges, donating toys to kids, donating food to animal shelters ",Food
1783,"THIS IS NOT ABOUT..MEAT OR FOOD...THIS IS ABOUT LIVES  😔🙏🏼  Daniel Andrews: Kangaroo meat approved for humans , when so many have been lost already - ¡Firma la petición!  vía ",Food
